
---------- Begin Simulation Statistics ----------
final_tick                                  410696000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 102638                       # Simulator instruction rate (inst/s)
host_mem_usage                                 705088                       # Number of bytes of host memory used
host_op_rate                                   161331                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                     9.74                       # Real time elapsed on the host
host_tick_rate                               42152160                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                     1000002                       # Number of instructions simulated
sim_ops                                       1571874                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.000411                       # Number of seconds simulated
sim_ticks                                   410696000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                    813687                       # number of cc regfile reads
system.cpu.cc_regfile_writes                   672738                       # number of cc regfile writes
system.cpu.committedInsts                     1000002                       # Number of Instructions Simulated
system.cpu.committedOps                       1571874                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.821391                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.821391                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                     12487                       # number of floating regfile reads
system.cpu.fp_regfile_writes                     6553                       # number of floating regfile writes
system.cpu.idleCycles                           61092                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                14158                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                   157024                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     2.370871                       # Inst execution rate
system.cpu.iew.exec_refs                       665824                       # number of memory reference insts executed
system.cpu.iew.exec_stores                     134752                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  124077                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts                563164                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                  4                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts               204                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts               153974                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts             2121581                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts                531072                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts             32040                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts               1947417                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                    610                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                  3253                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  12917                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                  4111                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents             55                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect         7511                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect           6647                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                   2109570                       # num instructions consuming a value
system.cpu.iew.wb_count                       1922452                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.747523                       # average fanout of values written-back
system.cpu.iew.wb_producers                   1576953                       # num instructions producing a value
system.cpu.iew.wb_rate                       2.340478                       # insts written-back per cycle
system.cpu.iew.wb_sent                        1933594                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                  2949850                       # number of integer regfile reads
system.cpu.int_regfile_writes                 1631860                       # number of integer regfile writes
system.cpu.ipc                               1.217446                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.217446                       # IPC: Total IPC of All Threads
system.cpu.iq.issued_per_cycle::4               69522      9.14%     71.68% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5               83059     10.92%     82.61% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6               80224     10.55%     93.16% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7               32544      4.28%     97.44% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8               19480      2.56%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total          760301                       # Number of insts issued each cycle
system.cpu.iq.rate                           2.409878                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads             52763                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores             1069                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads               563164                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores              153974                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads                  996523                       # number of misc regfile reads
system.cpu.numCycles                           821393                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                             541                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.workload.numSyscalls                    24                       # Number of system calls
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests            0                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests          2378                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.tol2bus.snoop_filter.hit_multi_requests            2                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_single_requests         1072                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.tot_requests         3606                       # Total number of requests made to the snoop filter.
system.tol2bus.snoop_filter.tot_snoops              0                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                          1000                       # Clock period in ticks
system.cpu.branchPred.lookups                  203211                       # Number of BP lookups
system.cpu.branchPred.condPredicted            180344                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect             13056                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups                94651                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                   93501                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             98.785010                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                    5982                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect                  0                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups             848                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits                129                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses              719                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted          201                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts          548805                       # The number of squashed insts skipped by commit
system.cpu.commit.branchMispredicts             12783                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples       683173                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     2.300843                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     3.012332                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0          310447     45.44%     45.44% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1          107060     15.67%     61.11% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2           41676      6.10%     67.21% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3           52194      7.64%     74.85% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4           20335      2.98%     77.83% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5            4162      0.61%     78.44% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6           25356      3.71%     82.15% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7            4950      0.72%     82.88% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8          116993     17.12%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total       683173                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted              1000002                       # Number of instructions committed
system.cpu.commit.opsCommitted                1571874                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                      530414                       # Number of memory references committed
system.cpu.commit.loads                        411687                       # Number of loads committed
system.cpu.commit.amos                              0                       # Number of atomic instructions committed
system.cpu.commit.membars                           0                       # Number of memory barriers committed
system.cpu.commit.branches                     140172                       # Number of branches committed
system.cpu.commit.vector                            0                       # Number of committed Vector instructions.
system.cpu.commit.floating                       5357                       # Number of committed floating point instructions.
system.cpu.commit.integer                     1564300                       # Number of committed integer instructions.
system.cpu.commit.functionCalls                  3919                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass         1380      0.09%      0.09% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu      1035506     65.88%     65.96% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult           15      0.00%     65.97% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv         1234      0.08%     66.04% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd          119      0.01%     66.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     66.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     66.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     66.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     66.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     66.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     66.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     66.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd          490      0.03%     66.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     66.08% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu          854      0.05%     66.14% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     66.14% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt         1054      0.07%     66.20% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc          642      0.04%     66.25% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     66.25% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     66.25% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift          166      0.01%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     66.26% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     66.26% # Class of committed instruction
